Departure Date,Arrival Date,Departure Time,Arrival Time,Duration,Type of Flight,Price,Airline,Departure Airport,Arrival Airport,Departure City,Arrival City
7/8/20,7/8/20,14:30:00,17:20:00,3H50M,direct,692.5,CHINA AIRLINES LTD.,NRT,TPE,TYO,TPE
8/8/20,8/8/20,12:05:00,14:50:00,3H45M,direct,801.9,SCOOT,NRT,TPE,TYO,TPE
8/8/20,8/8/20,20:25:00,23:10:00,3H45M,direct,879.9,SCOOT,NRT,TPE,TYO,TPE
8/8/20,8/8/20,07:55:00,10:35:00,3H40M,direct,978.4,CHINA AIRLINES LTD.,HND,TSA,TYO,TPE
8/8/20,8/8/20,09:25:00,12:10:00,3H45M,direct,980.5,CHINA AIRLINES LTD.,NRT,TPE,TYO,TPE
8/8/20,8/8/20,20:05:00,22:50:00,3H45M,direct,980.5,CHINA AIRLINES LTD.,NRT,TPE,TYO,TPE
9/8/20,9/8/20,12:05:00,14:50:00,3H45M,direct,801.9,SCOOT,NRT,TPE,TYO,TPE
9/8/20,9/8/20,07:55:00,10:35:00,3H40M,direct,978.4,CHINA AIRLINES LTD.,HND,TSA,TYO,TPE
9/8/20,9/8/20,09:25:00,12:10:00,3H45M,direct,980.5,CHINA AIRLINES LTD.,NRT,TPE,TYO,TPE
9/8/20,9/8/20,20:05:00,22:50:00,3H45M,direct,980.5,CHINA AIRLINES LTD.,NRT,TPE,TYO,TPE
9/8/20,9/8/20,14:30:00,17:20:00,3H50M,direct,980.5,CHINA AIRLINES LTD.,NRT,TPE,TYO,TPE
2/8/20,2/8/20,20:30:00,23:35:00,3H5M,direct,295,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
2/8/20,2/8/20,19:40:00,22:40:00,3H,direct,375.5,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
2/8/20,2/8/20,12:00:00,14:40:00,2H40M,direct,420.5,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
2/8/20,2/8/20,10:50:00,13:35:00,2H45M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
2/8/20,2/8/20,11:30:00,14:35:00,3H5M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
3/8/20,3/8/20,20:30:00,23:35:00,3H5M,direct,295,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
3/8/20,3/8/20,12:00:00,14:40:00,2H40M,direct,375.5,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
3/8/20,3/8/20,18:45:00,21:30:00,2H45M,direct,420.5,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
3/8/20,3/8/20,10:50:00,13:35:00,2H45M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
3/8/20,3/8/20,18:30:00,21:15:00,2H45M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
4/8/20,4/8/20,20:30:00,23:35:00,3H5M,direct,295,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
4/8/20,4/8/20,12:00:00,14:40:00,2H40M,direct,375.5,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
4/8/20,4/8/20,19:40:00,22:40:00,3H,direct,375.5,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
4/8/20,4/8/20,10:50:00,13:35:00,2H45M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
4/8/20,4/8/20,18:30:00,21:15:00,2H45M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
5/8/20,5/8/20,20:30:00,23:35:00,3H5M,direct,295,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
5/8/20,5/8/20,11:55:00,14:40:00,2H45M,direct,375.5,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
5/8/20,5/8/20,19:40:00,22:40:00,3H,direct,375.5,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
5/8/20,5/8/20,10:50:00,13:35:00,2H45M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
5/8/20,5/8/20,18:30:00,21:15:00,2H45M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
6/8/20,6/8/20,20:30:00,23:35:00,3H5M,direct,295,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
6/8/20,6/8/20,12:00:00,14:40:00,2H40M,direct,375.5,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
6/8/20,6/8/20,19:40:00,22:40:00,3H,direct,375.5,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
6/8/20,6/8/20,10:50:00,13:35:00,2H45M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
6/8/20,6/8/20,18:30:00,21:15:00,2H45M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
7/8/20,7/8/20,20:30:00,23:35:00,3H5M,direct,295,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
7/8/20,7/8/20,10:50:00,13:35:00,2H45M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
7/8/20,7/8/20,11:30:00,14:35:00,3H5M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
7/8/20,7/8/20,18:30:00,21:15:00,2H45M,direct,441.1,EASTAR JET,NRT,ICN,TYO,ICN
7/8/20,7/8/20,19:25:00,22:05:00,2H40M,direct,656.3,ASIANA AIRLINES,NRT,ICN,TYO,ICN
8/8/20,8/8/20,20:30:00,23:35:00,3H5M,direct,295,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
8/8/20,8/8/20,18:30:00,21:15:00,2H45M,direct,509.1,EASTAR JET,NRT,ICN,TYO,ICN
8/8/20,8/8/20,10:50:00,13:35:00,2H45M,direct,555.1,EASTAR JET,NRT,ICN,TYO,ICN
8/8/20,8/8/20,11:30:00,14:35:00,3H5M,direct,555.1,EASTAR JET,NRT,ICN,TYO,ICN
8/8/20,8/8/20,19:25:00,22:05:00,2H40M,direct,656.3,ASIANA AIRLINES,NRT,ICN,TYO,ICN
9/8/20,9/8/20,20:30:00,23:35:00,3H5M,direct,295,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
9/8/20,9/8/20,19:40:00,22:40:00,3H,direct,375.5,HAHN AIR SYSTEMS,NRT,ICN,TYO,ICN
9/8/20,9/8/20,10:50:00,13:35:00,2H45M,direct,509.1,EASTAR JET,NRT,ICN,TYO,ICN
9/8/20,9/8/20,18:30:00,21:15:00,2H45M,direct,509.1,EASTAR JET,NRT,ICN,TYO,ICN
9/8/20,9/8/20,11:30:00,14:35:00,3H5M,direct,509.1,EASTAR JET,NRT,ICN,TYO,ICN
10/8/20,10/8/20,16:10:00,21:30:00,6H20M,direct,947.6,ASIANA AIRLINES,ICN,SIN,ICN,SIN
10/8/20,11/8/20,19:00:00,01:30:00,7H30M,direct,947.6,ASIANA AIRLINES,ICN,SIN,ICN,SIN
10/8/20,10/8/20,14:45:00,19:55:00,6H10M,direct,1099.6,KOREAN AIR,ICN,SIN,ICN,SIN
10/8/20,10/8/20,18:40:00,23:50:00,6H10M,direct,1099.6,KOREAN AIR,ICN,SIN,ICN,SIN
10/8/20,10/8/20,16:45:00,22:00:00,6H15M,direct,1234.6,ASIANA AIRLINES,ICN,SIN,ICN,SIN
2/8/20,2/8/20,17:30:00,21:20:00,5H50M,direct,617.6,EASTAR JET,ICN,BKK,ICN,BKK
2/8/20,2/8/20,20:05:00,23:59:00,5H54M,direct,675.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
2/8/20,3/8/20,20:25:00,00:25:00,6H,direct,730.4,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
2/8/20,2/8/20,09:35:00,13:25:00,5H50M,direct,850.8,THAI AIRWAYS INTERNATIONAL,ICN,BKK,ICN,BKK
2/8/20,2/8/20,10:20:00,14:10:00,5H50M,direct,850.8,THAI AIRWAYS INTERNATIONAL,ICN,BKK,ICN,BKK
3/8/20,3/8/20,20:05:00,23:59:00,5H54M,direct,533.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
3/8/20,3/8/20,17:30:00,21:20:00,5H50M,direct,617.6,EASTAR JET,ICN,BKK,ICN,BKK
3/8/20,4/8/20,20:25:00,00:25:00,6H,direct,730.4,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
3/8/20,3/8/20,09:35:00,13:25:00,5H50M,direct,850.8,THAI AIRWAYS INTERNATIONAL,ICN,BKK,ICN,BKK
3/8/20,3/8/20,10:20:00,14:10:00,5H50M,direct,850.8,THAI AIRWAYS INTERNATIONAL,ICN,BKK,ICN,BKK
4/8/20,4/8/20,20:05:00,23:59:00,5H54M,direct,533.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
4/8/20,5/8/20,20:25:00,00:25:00,6H,direct,730.4,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
4/8/20,4/8/20,09:35:00,13:25:00,5H50M,direct,850.8,THAI AIRWAYS INTERNATIONAL,ICN,BKK,ICN,BKK
4/8/20,4/8/20,10:20:00,14:10:00,5H50M,direct,850.8,THAI AIRWAYS INTERNATIONAL,ICN,BKK,ICN,BKK
4/8/20,4/8/20,11:20:00,15:10:00,5H50M,direct,850.8,THAI AIRWAYS INTERNATIONAL,ICN,BKK,ICN,BKK
5/8/20,5/8/20,20:05:00,23:59:00,5H54M,direct,572.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
5/8/20,5/8/20,17:30:00,21:20:00,5H50M,direct,617.6,EASTAR JET,ICN,BKK,ICN,BKK
5/8/20,5/8/20,06:30:00,10:40:00,6H10M,direct,675.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
5/8/20,6/8/20,20:25:00,00:25:00,6H,direct,730.4,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
5/8/20,5/8/20,09:35:00,13:25:00,5H50M,direct,850.8,THAI AIRWAYS INTERNATIONAL,ICN,BKK,ICN,BKK
6/8/20,6/8/20,17:30:00,21:20:00,5H50M,direct,502.6,EASTAR JET,ICN,BKK,ICN,BKK
6/8/20,6/8/20,20:05:00,23:59:00,5H54M,direct,533.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
6/8/20,6/8/20,06:30:00,10:40:00,6H10M,direct,675.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
6/8/20,7/8/20,20:25:00,00:25:00,6H,direct,730.4,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
6/8/20,6/8/20,09:35:00,13:25:00,5H50M,direct,850.8,THAI AIRWAYS INTERNATIONAL,ICN,BKK,ICN,BKK
7/8/20,7/8/20,17:30:00,21:20:00,5H50M,direct,502.6,EASTAR JET,ICN,BKK,ICN,BKK
7/8/20,7/8/20,20:05:00,23:59:00,5H54M,direct,572.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
7/8/20,7/8/20,06:30:00,10:40:00,6H10M,direct,675.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
7/8/20,8/8/20,20:25:00,00:25:00,6H,direct,730.4,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
7/8/20,7/8/20,09:35:00,13:25:00,5H50M,direct,850.8,THAI AIRWAYS INTERNATIONAL,ICN,BKK,ICN,BKK
8/8/20,8/8/20,17:30:00,21:20:00,5H50M,direct,502.6,EASTAR JET,ICN,BKK,ICN,BKK
8/8/20,8/8/20,20:05:00,23:59:00,5H54M,direct,533.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
8/8/20,9/8/20,20:25:00,00:25:00,6H,direct,565.4,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
8/8/20,8/8/20,06:30:00,10:40:00,6H10M,direct,675.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
8/8/20,8/8/20,09:35:00,13:25:00,5H50M,direct,909.8,THAI AIRWAYS INTERNATIONAL,ICN,BKK,ICN,BKK
9/8/20,9/8/20,06:30:00,10:40:00,6H10M,direct,430.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
9/8/20,10/8/20,20:25:00,00:25:00,6H,direct,483.4,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
9/8/20,9/8/20,17:30:00,21:20:00,5H50M,direct,502.6,EASTAR JET,ICN,BKK,ICN,BKK
9/8/20,9/8/20,20:05:00,23:59:00,5H54M,direct,533.6,HAHN AIR SYSTEMS,ICN,BKK,ICN,BKK
9/8/20,9/8/20,09:35:00,13:25:00,5H50M,direct,850.8,THAI AIRWAYS INTERNATIONAL,ICN,BKK,ICN,BKK
2/8/20,3/8/20,22:50:00,00:30:00,2H40M,direct,379.4,SCOOT,ICN,TPE,ICN,TPE
2/8/20,2/8/20,12:35:00,14:10:00,2H35M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
2/8/20,2/8/20,21:55:00,23:35:00,2H40M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
2/8/20,2/8/20,08:05:00,09:30:00,2H25M,direct,486,EASTAR JET,ICN,TPE,ICN,TPE
2/8/20,2/8/20,10:00:00,11:30:00,2H30M,direct,578.6,ASIANA AIRLINES,ICN,TPE,ICN,TPE
3/8/20,4/8/20,22:55:00,00:30:00,2H35M,direct,379.4,SCOOT,ICN,TPE,ICN,TPE
3/8/20,3/8/20,12:35:00,14:10:00,2H35M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
3/8/20,3/8/20,20:45:00,22:25:00,2H40M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
3/8/20,3/8/20,08:05:00,09:30:00,2H25M,direct,461,EASTAR JET,ICN,TPE,ICN,TPE
3/8/20,3/8/20,10:00:00,11:30:00,2H30M,direct,578.6,ASIANA AIRLINES,ICN,TPE,ICN,TPE
4/8/20,4/8/20,12:35:00,14:10:00,2H35M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
4/8/20,4/8/20,20:45:00,22:25:00,2H40M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
4/8/20,4/8/20,09:05:00,10:50:00,2H45M,direct,422,HAHN AIR SYSTEMS,ICN,TPE,ICN,TPE
4/8/20,4/8/20,10:00:00,11:30:00,2H30M,direct,578.6,ASIANA AIRLINES,ICN,TPE,ICN,TPE
4/8/20,4/8/20,13:50:00,15:30:00,2H40M,direct,578.6,ASIANA AIRLINES,ICN,TPE,ICN,TPE
5/8/20,6/8/20,22:50:00,00:30:00,2H40M,direct,379.4,SCOOT,ICN,TPE,ICN,TPE
5/8/20,5/8/20,12:35:00,14:10:00,2H35M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
5/8/20,5/8/20,21:55:00,23:35:00,2H40M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
5/8/20,5/8/20,17:40:00,19:25:00,2H45M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
5/8/20,5/8/20,09:05:00,10:50:00,2H45M,direct,422,HAHN AIR SYSTEMS,ICN,TPE,ICN,TPE
6/8/20,6/8/20,12:35:00,14:10:00,2H35M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
6/8/20,6/8/20,21:55:00,23:35:00,2H40M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
6/8/20,6/8/20,09:05:00,10:50:00,2H45M,direct,422,HAHN AIR SYSTEMS,ICN,TPE,ICN,TPE
6/8/20,6/8/20,10:00:00,11:30:00,2H30M,direct,578.6,ASIANA AIRLINES,ICN,TPE,ICN,TPE
6/8/20,6/8/20,13:50:00,15:30:00,2H40M,direct,578.6,ASIANA AIRLINES,ICN,TPE,ICN,TPE
7/8/20,7/8/20,12:35:00,14:10:00,2H35M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
7/8/20,7/8/20,20:45:00,22:25:00,2H40M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
7/8/20,7/8/20,09:05:00,10:50:00,2H45M,direct,422,HAHN AIR SYSTEMS,ICN,TPE,ICN,TPE
7/8/20,8/8/20,22:50:00,00:30:00,2H40M,direct,427.4,SCOOT,ICN,TPE,ICN,TPE
7/8/20,7/8/20,08:05:00,09:30:00,2H25M,direct,486,EASTAR JET,ICN,TPE,ICN,TPE
8/8/20,8/8/20,12:35:00,14:10:00,2H35M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
8/8/20,8/8/20,20:45:00,22:25:00,2H40M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
8/8/20,8/8/20,17:40:00,19:25:00,2H45M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
8/8/20,8/8/20,09:05:00,10:50:00,2H45M,direct,422,HAHN AIR SYSTEMS,ICN,TPE,ICN,TPE
8/8/20,8/8/20,10:00:00,11:30:00,2H30M,direct,578.6,ASIANA AIRLINES,ICN,TPE,ICN,TPE
9/8/20,10/8/20,22:50:00,00:30:00,2H40M,direct,379.4,SCOOT,ICN,TPE,ICN,TPE
9/8/20,9/8/20,12:35:00,14:10:00,2H35M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
9/8/20,9/8/20,21:55:00,23:35:00,2H40M,direct,398.6,CHINA AIRLINES LTD.,ICN,TPE,ICN,TPE
9/8/20,9/8/20,09:05:00,10:50:00,2H45M,direct,422,HAHN AIR SYSTEMS,ICN,TPE,ICN,TPE
9/8/20,9/8/20,08:05:00,09:30:00,2H25M,direct,461,EASTAR JET,ICN,TPE,ICN,TPE
2/8/20,2/8/20,05:55:00,08:35:00,2H40M,direct,291,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
2/8/20,2/8/20,15:00:00,16:55:00,1H55M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
2/8/20,2/8/20,07:45:00,10:15:00,2H30M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
2/8/20,2/8/20,15:10:00,17:30:00,2H20M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
2/8/20,2/8/20,08:00:00,10:30:00,2H30M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
3/8/20,3/8/20,05:55:00,08:35:00,2H40M,direct,291,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
3/8/20,3/8/20,07:45:00,10:15:00,2H30M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
3/8/20,3/8/20,15:00:00,17:35:00,2H35M,direct,368.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
3/8/20,3/8/20,15:10:00,17:30:00,2H20M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
3/8/20,3/8/20,08:00:00,10:30:00,2H30M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
4/8/20,4/8/20,05:55:00,08:35:00,2H40M,direct,291,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
4/8/20,4/8/20,07:45:00,10:15:00,2H30M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
4/8/20,4/8/20,15:00:00,17:35:00,2H35M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
4/8/20,4/8/20,15:10:00,17:30:00,2H20M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
4/8/20,4/8/20,08:00:00,10:30:00,2H30M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
5/8/20,5/8/20,05:55:00,08:35:00,2H40M,direct,291,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
5/8/20,5/8/20,07:45:00,10:15:00,2H30M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
5/8/20,5/8/20,15:00:00,17:35:00,2H35M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
5/8/20,5/8/20,15:10:00,17:30:00,2H20M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
5/8/20,5/8/20,08:00:00,10:30:00,2H30M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
6/8/20,6/8/20,05:55:00,08:35:00,2H40M,direct,291,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
6/8/20,6/8/20,07:45:00,10:15:00,2H30M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
6/8/20,6/8/20,15:00:00,17:35:00,2H35M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
6/8/20,6/8/20,15:10:00,17:30:00,2H20M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
6/8/20,6/8/20,08:00:00,10:30:00,2H30M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
7/8/20,7/8/20,05:55:00,08:35:00,2H40M,direct,291,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
7/8/20,7/8/20,15:00:00,17:35:00,2H35M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
7/8/20,7/8/20,07:45:00,10:15:00,2H30M,direct,368.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
7/8/20,7/8/20,15:10:00,17:30:00,2H20M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
7/8/20,7/8/20,07:05:00,09:50:00,2H45M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
8/8/20,8/8/20,05:55:00,08:35:00,2H40M,direct,291,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
8/8/20,8/8/20,15:15:00,17:35:00,2H20M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
8/8/20,8/8/20,07:45:00,10:15:00,2H30M,direct,368.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
8/8/20,8/8/20,15:10:00,17:30:00,2H20M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
8/8/20,8/8/20,08:00:00,10:30:00,2H30M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
9/8/20,9/8/20,05:55:00,08:35:00,2H40M,direct,291,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
9/8/20,9/8/20,15:00:00,16:55:00,1H55M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
9/8/20,9/8/20,07:45:00,10:15:00,2H30M,direct,327.4,HAHN AIR SYSTEMS,ICN,NRT,ICN,TYO
9/8/20,9/8/20,15:10:00,17:30:00,2H20M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO
9/8/20,9/8/20,08:00:00,10:30:00,2H30M,direct,405,EASTAR JET,ICN,NRT,ICN,TYO