Departure Date,Arrival Date,Departure Time,Arrival Time,Duration,Type of Flight,Price,Airline,Departure AirportArrival Airport,Departure Airport,Arrival Airport
2020-08-01,2020-08-01,07:40:00,11:20:00,2H40M,direct,226.20,THAI LION AIR,,DMK,SIN
2020-08-01,2020-08-01,17:00:00,20:25:00,2H25M,direct,260.00,SCOOT,,DMK,SIN
2020-08-01,2020-08-01,15:15:00,18:35:00,2H20M,direct,312.00,SCOOT,,BKK,SIN
2020-08-01,2020-08-01,08:40:00,12:05:00,2H25M,direct,312.00,SCOOT,,BKK,SIN
2020-08-02,2020-08-02,07:40:00,11:20:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-02,2020-08-02,15:50:00,19:30:00,2H40M,direct,226.20,THAI LION AIR,,DMK,SIN
2020-08-02,2020-08-02,17:00:00,20:25:00,2H25M,direct,260.00,SCOOT,,DMK,SIN
2020-08-02,2020-08-02,11:55:00,15:25:00,2H30M,direct,333.60,CATHAY PACIFIC,,BKK,SIN
2020-08-02,2020-08-02,10:50:00,14:15:00,2H25M,direct,340.00,SCOOT,,BKK,SIN
2020-08-03,2020-08-03,07:40:00,11:20:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-03,2020-08-03,15:50:00,19:30:00,2H40M,direct,226.20,THAI LION AIR,,DMK,SIN
2020-08-03,2020-08-03,17:00:00,20:25:00,2H25M,direct,260.00,SCOOT,,DMK,SIN
2020-08-03,2020-08-03,11:55:00,15:25:00,2H30M,direct,333.60,CATHAY PACIFIC,,BKK,SIN
2020-08-03,2020-08-03,20:25:00,23:45:00,2H20M,direct,404.00,SCOOT,,BKK,SIN
2020-08-04,2020-08-04,07:40:00,11:20:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-04,2020-08-04,15:50:00,19:30:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-04,2020-08-04,17:00:00,20:25:00,2H25M,direct,286.00,SCOOT,,DMK,SIN
2020-08-04,2020-08-04,15:15:00,18:35:00,2H20M,direct,312.00,SCOOT,,BKK,SIN
2020-08-04,2020-08-04,20:25:00,23:45:00,2H20M,direct,312.00,SCOOT,,BKK,SIN
2020-08-05,2020-08-05,07:40:00,11:20:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-05,2020-08-05,15:50:00,19:30:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-05,2020-08-05,17:00:00,20:25:00,2H25M,direct,286.00,SCOOT,,DMK,SIN
2020-08-05,2020-08-06,23:05:00,02:30:00,2H25M,direct,286.00,SCOOT,,DMK,SIN
2020-08-05,2020-08-05,15:15:00,18:35:00,2H20M,direct,312.00,SCOOT,,BKK,SIN
2020-08-06,2020-08-06,07:40:00,11:20:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-06,2020-08-06,15:50:00,19:30:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-06,2020-08-06,17:00:00,20:25:00,2H25M,direct,286.00,SCOOT,,DMK,SIN
2020-08-06,2020-08-06,15:15:00,18:35:00,2H20M,direct,312.00,SCOOT,,BKK,SIN
2020-08-06,2020-08-06,20:25:00,23:45:00,2H20M,direct,312.00,SCOOT,,BKK,SIN
2020-08-07,2020-08-07,07:40:00,11:20:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-07,2020-08-07,15:50:00,19:30:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-07,2020-08-07,20:25:00,23:45:00,2H20M,direct,312.00,SCOOT,,BKK,SIN
2020-08-07,2020-08-07,08:40:00,12:05:00,2H25M,direct,312.00,SCOOT,,BKK,SIN
2020-08-07,2020-08-07,10:50:00,14:15:00,2H25M,direct,312.00,SCOOT,,BKK,SIN
2020-08-08,2020-08-08,07:40:00,11:20:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-08,2020-08-08,15:50:00,19:30:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-08,2020-08-08,20:25:00,23:45:00,2H20M,direct,312.00,SCOOT,,BKK,SIN
2020-08-08,2020-08-08,10:50:00,14:15:00,2H25M,direct,312.00,SCOOT,,BKK,SIN
2020-08-08,2020-08-08,09:25:00,12:50:00,2H25M,direct,322.00,JETSTAR ASIA,,BKK,SIN
2020-08-09,2020-08-09,07:40:00,11:20:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-09,2020-08-09,15:50:00,19:30:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-09,2020-08-09,15:15:00,18:35:00,2H20M,direct,312.00,SCOOT,,BKK,SIN
2020-08-09,2020-08-09,20:25:00,23:45:00,2H20M,direct,312.00,SCOOT,,BKK,SIN
2020-08-09,2020-08-09,08:40:00,12:05:00,2H25M,direct,312.00,SCOOT,,BKK,SIN
2020-08-10,2020-08-10,07:40:00,11:20:00,2H40M,direct,172.20,THAI LION AIR,,DMK,SIN
2020-08-10,2020-08-10,15:50:00,19:30:00,2H40M,direct,226.20,THAI LION AIR,,DMK,SIN
2020-08-10,2020-08-10,12:50:00,16:15:00,2H25M,direct,322.00,JETSTAR ASIA,,BKK,SIN
2020-08-10,2020-08-10,19:00:00,22:25:00,2H25M,direct,322.00,JETSTAR ASIA,,BKK,SIN
2020-08-10,2020-08-11,21:20:00,00:45:00,2H25M,direct,322.00,JETSTAR ASIA,,BKK,SIN
2020-08-01,2020-08-01,03:10:00,08:00:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-01,2020-08-02,19:30:00,00:20:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-01,2020-08-01,08:35:00,13:15:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-01,2020-08-01,11:00:00,15:40:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-01,2020-08-01,13:20:00,18:00:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-02,2020-08-02,03:10:00,08:00:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-02,2020-08-03,19:30:00,00:20:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-02,2020-08-02,03:45:00,08:30:00,3H45M,direct,464.00,NOKSCOOT AIRLINES,,DMK,TPE
2020-08-02,2020-08-02,08:35:00,13:15:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-02,2020-08-02,11:00:00,15:40:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-03,2020-08-03,03:10:00,08:00:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-03,2020-08-04,19:30:00,00:20:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-03,2020-08-03,08:35:00,13:15:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-03,2020-08-03,11:00:00,15:40:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-03,2020-08-03,13:20:00,18:00:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-04,2020-08-05,19:30:00,00:20:00,3H50M,direct,268.40,THAI LION AIR,,DMK,TPE
2020-08-04,2020-08-04,03:10:00,08:00:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-04,2020-08-04,03:45:00,08:30:00,3H45M,direct,430.00,NOKSCOOT AIRLINES,,DMK,TPE
2020-08-04,2020-08-04,03:45:00,08:30:00,3H45M,direct,515.20,HAHN AIR SYSTEMS,,DMK,TPE
2020-08-04,2020-08-04,08:35:00,13:15:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-05,2020-08-05,03:10:00,08:00:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-05,2020-08-06,19:30:00,00:20:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-05,2020-08-05,03:45:00,08:30:00,3H45M,direct,464.00,NOKSCOOT AIRLINES,,DMK,TPE
2020-08-05,2020-08-05,08:35:00,13:15:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-05,2020-08-05,11:00:00,15:40:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-06,2020-08-07,19:30:00,00:20:00,3H50M,direct,268.40,THAI LION AIR,,DMK,TPE
2020-08-06,2020-08-06,03:10:00,08:00:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-06,2020-08-06,08:35:00,13:15:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-06,2020-08-06,11:00:00,15:40:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-06,2020-08-06,13:20:00,18:00:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-07,2020-08-07,03:10:00,08:00:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-07,2020-08-08,19:30:00,00:20:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-07,2020-08-07,08:35:00,13:15:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-07,2020-08-07,11:00:00,15:40:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-07,2020-08-07,13:20:00,18:00:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-08,2020-08-08,03:10:00,08:00:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-08,2020-08-09,19:30:00,00:20:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-08,2020-08-08,03:45:00,08:30:00,3H45M,direct,500.00,NOKSCOOT AIRLINES,,DMK,TPE
2020-08-08,2020-08-08,08:35:00,13:15:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-08,2020-08-08,11:00:00,15:40:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-09,2020-08-09,03:10:00,08:00:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-09,2020-08-10,19:30:00,00:20:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-09,2020-08-09,03:45:00,08:30:00,3H45M,direct,500.00,NOKSCOOT AIRLINES,,DMK,TPE
2020-08-09,2020-08-09,08:35:00,13:15:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-09,2020-08-09,11:00:00,15:40:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-10,2020-08-10,03:10:00,08:00:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-10,2020-08-11,19:30:00,00:20:00,3H50M,direct,338.40,THAI LION AIR,,DMK,TPE
2020-08-10,2020-08-10,08:35:00,13:15:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-10,2020-08-10,11:00:00,15:40:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-10,2020-08-10,13:20:00,18:00:00,3H40M,direct,525.40,CHINA AIRLINES LTD.,,BKK,TPE
2020-08-01,2020-08-01,00:55:00,09:10:00,6H15M,direct,389.80,THAI LION AIR,,DMK,NRT
2020-08-01,2020-08-01,00:45:00,09:05:00,6H20M,direct,500.00,SCOOT,,DMK,NRT
2020-08-01,2020-08-01,02:20:00,10:25:00,6H5M,direct,881.60,NOKSCOOT AIRLINES,,DMK,NRT
2020-08-01,2020-08-01,07:35:00,15:45:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,NRT
2020-08-01,2020-08-01,13:00:00,21:10:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,HND
2020-08-02,2020-08-02,00:45:00,09:05:00,6H20M,direct,500.00,SCOOT,,DMK,NRT
2020-08-02,2020-08-02,00:55:00,09:10:00,6H15M,direct,555.80,THAI LION AIR,,DMK,NRT
2020-08-02,2020-08-02,02:20:00,10:25:00,6H5M,direct,881.60,NOKSCOOT AIRLINES,,DMK,NRT
2020-08-02,2020-08-02,07:35:00,15:45:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,NRT
2020-08-02,2020-08-02,13:00:00,21:10:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,HND
2020-08-03,2020-08-03,00:45:00,09:05:00,6H20M,direct,500.00,SCOOT,,DMK,NRT
2020-08-03,2020-08-03,02:20:00,10:25:00,6H5M,direct,525.60,NOKSCOOT AIRLINES,,DMK,NRT
2020-08-03,2020-08-03,00:55:00,09:10:00,6H15M,direct,555.80,THAI LION AIR,,DMK,NRT
2020-08-03,2020-08-03,02:20:00,10:25:00,6H5M,direct,622.80,HAHN AIR SYSTEMS,,DMK,NRT
2020-08-03,2020-08-03,07:35:00,15:45:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,NRT
2020-08-04,2020-08-04,00:45:00,09:05:00,6H20M,direct,500.00,SCOOT,,DMK,NRT
2020-08-04,2020-08-04,02:20:00,10:25:00,6H5M,direct,525.60,NOKSCOOT AIRLINES,,DMK,NRT
2020-08-04,2020-08-04,00:55:00,09:10:00,6H15M,direct,555.80,THAI LION AIR,,DMK,NRT
2020-08-04,2020-08-04,02:20:00,10:25:00,6H5M,direct,622.80,HAHN AIR SYSTEMS,,DMK,NRT
2020-08-04,2020-08-04,07:35:00,15:45:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,NRT
2020-08-05,2020-08-05,00:45:00,09:05:00,6H20M,direct,500.00,SCOOT,,DMK,NRT
2020-08-05,2020-08-05,02:20:00,10:25:00,6H5M,direct,525.60,NOKSCOOT AIRLINES,,DMK,NRT
2020-08-05,2020-08-05,00:55:00,09:10:00,6H15M,direct,555.80,THAI LION AIR,,DMK,NRT
2020-08-05,2020-08-05,02:20:00,10:25:00,6H5M,direct,622.80,HAHN AIR SYSTEMS,,DMK,NRT
2020-08-05,2020-08-05,07:35:00,15:45:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,NRT
2020-08-06,2020-08-06,00:55:00,09:10:00,6H15M,direct,389.80,THAI LION AIR,,DMK,NRT
2020-08-06,2020-08-06,00:45:00,09:05:00,6H20M,direct,500.00,SCOOT,,DMK,NRT
2020-08-06,2020-08-06,02:20:00,10:25:00,6H5M,direct,525.60,NOKSCOOT AIRLINES,,DMK,NRT
2020-08-06,2020-08-06,02:20:00,10:25:00,6H5M,direct,622.80,HAHN AIR SYSTEMS,,DMK,NRT
2020-08-06,2020-08-06,07:35:00,15:45:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,NRT
2020-08-07,2020-08-07,00:45:00,09:05:00,6H20M,direct,500.00,SCOOT,,DMK,NRT
2020-08-07,2020-08-07,00:55:00,09:10:00,6H15M,direct,555.80,THAI LION AIR,,DMK,NRT
2020-08-07,2020-08-07,02:20:00,10:25:00,6H5M,direct,663.60,NOKSCOOT AIRLINES,,DMK,NRT
2020-08-07,2020-08-07,02:20:00,10:25:00,6H5M,direct,770.80,HAHN AIR SYSTEMS,,DMK,NRT
2020-08-07,2020-08-07,07:35:00,15:45:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,NRT
2020-08-08,2020-08-08,00:45:00,09:05:00,6H20M,direct,500.00,SCOOT,,DMK,NRT
2020-08-08,2020-08-08,00:55:00,09:10:00,6H15M,direct,555.80,THAI LION AIR,,DMK,NRT
2020-08-08,2020-08-08,02:20:00,10:25:00,6H5M,direct,663.60,NOKSCOOT AIRLINES,,DMK,NRT
2020-08-08,2020-08-08,02:20:00,10:25:00,6H5M,direct,770.80,HAHN AIR SYSTEMS,,DMK,NRT
2020-08-08,2020-08-08,07:35:00,15:45:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,NRT
2020-08-09,2020-08-09,00:55:00,09:10:00,6H15M,direct,555.80,THAI LION AIR,,DMK,NRT
2020-08-09,2020-08-09,02:20:00,10:25:00,6H5M,direct,663.60,NOKSCOOT AIRLINES,,DMK,NRT
2020-08-09,2020-08-09,02:20:00,10:25:00,6H5M,direct,770.80,HAHN AIR SYSTEMS,,DMK,NRT
2020-08-09,2020-08-09,07:35:00,15:45:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,NRT
2020-08-09,2020-08-09,13:00:00,21:10:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,HND
2020-08-10,2020-08-10,00:55:00,09:10:00,6H15M,direct,477.80,THAI LION AIR,,DMK,NRT
2020-08-10,2020-08-10,02:20:00,10:25:00,6H5M,direct,881.60,NOKSCOOT AIRLINES,,DMK,NRT
2020-08-10,2020-08-10,07:35:00,15:45:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,NRT
2020-08-10,2020-08-10,13:00:00,21:10:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,HND
2020-08-10,2020-08-11,22:10:00,06:20:00,6H10M,direct,966.00,THAI AIRWAYS INTERNATIONAL,,BKK,NRT
2020-08-01,2020-08-01,01:00:00,08:40:00,5H40M,direct,753.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-01,2020-08-01,12:30:00,20:50:00,6H20M,direct,753.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-01,2020-08-02,22:20:00,06:00:00,5H40M,direct,768.20,EASTAR JET,,BKK,ICN
2020-08-01,2020-08-01,01:00:00,09:15:00,6H15M,direct,914.80,ASIANA AIRLINES,,BKK,ICN
2020-08-01,2020-08-02,23:30:00,06:55:00,5H25M,direct,920.00,THAI AIRWAYS INTERNATIONAL,,BKK,ICN
2020-08-02,2020-08-03,22:20:00,06:00:00,5H40M,direct,691.20,EASTAR JET,,BKK,ICN
2020-08-02,2020-08-02,01:00:00,08:40:00,5H40M,direct,753.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-02,2020-08-02,01:00:00,09:15:00,6H15M,direct,914.80,ASIANA AIRLINES,,BKK,ICN
2020-08-02,2020-08-03,23:30:00,06:55:00,5H25M,direct,920.00,THAI AIRWAYS INTERNATIONAL,,BKK,ICN
2020-08-02,2020-08-02,01:20:00,08:50:00,5H30M,direct,963.20,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-03,2020-08-04,22:20:00,06:00:00,5H40M,direct,691.20,EASTAR JET,,BKK,ICN
2020-08-03,2020-08-03,01:00:00,08:40:00,5H40M,direct,753.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-03,2020-08-03,01:00:00,09:15:00,6H15M,direct,914.80,ASIANA AIRLINES,,BKK,ICN
2020-08-03,2020-08-04,22:35:00,06:00:00,5H25M,direct,920.00,THAI AIRWAYS INTERNATIONAL,,BKK,ICN
2020-08-03,2020-08-04,23:30:00,06:55:00,5H25M,direct,920.00,THAI AIRWAYS INTERNATIONAL,,BKK,ICN
2020-08-04,2020-08-04,01:00:00,08:40:00,5H40M,direct,585.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-04,2020-08-05,22:20:00,06:00:00,5H40M,direct,691.20,EASTAR JET,,BKK,ICN
2020-08-04,2020-08-04,01:00:00,09:15:00,6H15M,direct,914.80,ASIANA AIRLINES,,BKK,ICN
2020-08-04,2020-08-05,23:30:00,06:55:00,5H25M,direct,920.00,THAI AIRWAYS INTERNATIONAL,,BKK,ICN
2020-08-04,2020-08-04,01:20:00,08:50:00,5H30M,direct,963.20,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-05,2020-08-05,01:00:00,08:40:00,5H40M,direct,585.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-05,2020-08-06,22:20:00,06:00:00,5H40M,direct,691.20,EASTAR JET,,BKK,ICN
2020-08-05,2020-08-05,01:20:00,08:50:00,5H30M,direct,850.20,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-05,2020-08-05,01:00:00,09:15:00,6H15M,direct,914.80,ASIANA AIRLINES,,BKK,ICN
2020-08-05,2020-08-06,22:35:00,06:00:00,5H25M,direct,920.00,THAI AIRWAYS INTERNATIONAL,,BKK,ICN
2020-08-06,2020-08-06,01:00:00,08:40:00,5H40M,direct,585.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-06,2020-08-07,22:20:00,06:00:00,5H40M,direct,691.20,EASTAR JET,,BKK,ICN
2020-08-06,2020-08-06,01:20:00,08:50:00,5H30M,direct,850.20,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-06,2020-08-06,01:00:00,09:15:00,6H15M,direct,914.80,ASIANA AIRLINES,,BKK,ICN
2020-08-06,2020-08-07,23:30:00,06:55:00,5H25M,direct,920.00,THAI AIRWAYS INTERNATIONAL,,BKK,ICN
2020-08-07,2020-08-07,01:00:00,08:40:00,5H40M,direct,585.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-07,2020-08-07,01:20:00,08:50:00,5H30M,direct,850.20,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-07,2020-08-07,01:00:00,09:15:00,6H15M,direct,914.80,ASIANA AIRLINES,,BKK,ICN
2020-08-07,2020-08-08,22:35:00,06:00:00,5H25M,direct,920.00,THAI AIRWAYS INTERNATIONAL,,BKK,ICN
2020-08-07,2020-08-08,23:30:00,06:55:00,5H25M,direct,920.00,THAI AIRWAYS INTERNATIONAL,,BKK,ICN
2020-08-08,2020-08-08,01:00:00,08:40:00,5H40M,direct,669.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-08,2020-08-09,22:20:00,06:00:00,5H40M,direct,768.20,EASTAR JET,,BKK,ICN
2020-08-08,2020-08-08,01:00:00,09:15:00,6H15M,direct,914.80,ASIANA AIRLINES,,BKK,ICN
2020-08-08,2020-08-09,23:30:00,06:55:00,5H25M,direct,920.00,THAI AIRWAYS INTERNATIONAL,,BKK,ICN
2020-08-08,2020-08-08,01:20:00,08:50:00,5H30M,direct,963.20,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-09,2020-08-10,22:20:00,06:00:00,5H40M,direct,691.20,EASTAR JET,,BKK,ICN
2020-08-09,2020-08-09,01:00:00,08:40:00,5H40M,direct,707.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-09,2020-08-09,12:30:00,20:50:00,6H20M,direct,753.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-09,2020-08-09,01:00:00,09:15:00,6H15M,direct,914.80,ASIANA AIRLINES,,BKK,ICN
2020-08-09,2020-08-10,23:30:00,06:55:00,5H25M,direct,920.00,THAI AIRWAYS INTERNATIONAL,,BKK,ICN
2020-08-10,2020-08-10,12:30:00,20:50:00,6H20M,direct,464.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-10,2020-08-10,01:00:00,08:40:00,5H40M,direct,639.60,HAHN AIR SYSTEMS,,BKK,ICN
2020-08-10,2020-08-11,22:20:00,06:00:00,5H40M,direct,691.20,EASTAR JET,,BKK,ICN
2020-08-10,2020-08-10,01:00:00,09:15:00,6H15M,direct,914.80,ASIANA AIRLINES,,BKK,ICN
