Departure Date,Arrival Date,Departure Time,Arrival Time,Duration,Type of Flight,Price,Airline,Departure AirportArrival Airport,Departure Airport,Arrival Airport
2020-08-10,2020-08-11,22:35:00,06:00:00,5H25M,direct,920.00,THAI AIRWAYS INTERNATIONAL,,BKK,ICN
2020-08-01,2020-08-01,01:30:00,06:00:00,4H30M,direct,430.00,SCOOT,,TPE,SIN
2020-08-01,2020-08-01,00:10:00,04:50:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-01,2020-08-01,15:50:00,20:30:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-01,2020-08-01,17:40:00,22:25:00,4H45M,direct,430.00,SCOOT,,TPE,SIN
2020-08-01,2020-08-01,15:25:00,20:15:00,4H50M,direct,464.00,JETSTAR ASIA,,TPE,SIN
2020-08-02,2020-08-03,23:40:00,04:20:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-02,2020-08-02,07:50:00,12:25:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-02,2020-08-03,19:35:00,00:10:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-02,2020-08-02,15:25:00,20:15:00,4H50M,direct,464.00,JETSTAR ASIA,,TPE,SIN
2020-08-02,2020-08-03,20:20:00,01:10:00,4H50M,direct,464.00,JETSTAR ASIA,,TPE,SIN
2020-08-03,2020-08-03,07:50:00,12:25:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-03,2020-08-04,19:35:00,00:10:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-03,2020-08-04,20:20:00,01:10:00,4H50M,direct,464.00,JETSTAR ASIA,,TPE,SIN
2020-08-03,2020-08-03,07:40:00,12:00:00,4H20M,direct,477.00,EVA AIR,,TPE,SIN
2020-08-03,2020-08-03,09:25:00,13:50:00,4H25M,direct,477.00,EVA AIR,,TPE,SIN
2020-08-04,2020-08-04,02:00:00,06:30:00,4H30M,direct,430.00,SCOOT,,TPE,SIN
2020-08-04,2020-08-04,00:10:00,04:50:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-04,2020-08-05,23:40:00,04:20:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-04,2020-08-04,07:50:00,12:25:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-04,2020-08-05,19:35:00,00:10:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-05,2020-08-05,00:10:00,04:50:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-05,2020-08-05,15:50:00,20:30:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-05,2020-08-05,07:50:00,12:25:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-05,2020-08-06,19:35:00,00:10:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-05,2020-08-05,15:25:00,20:15:00,4H50M,direct,464.00,JETSTAR ASIA,,TPE,SIN
2020-08-06,2020-08-06,01:30:00,06:00:00,4H30M,direct,430.00,SCOOT,,TPE,SIN
2020-08-06,2020-08-06,15:50:00,20:30:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-06,2020-08-07,23:40:00,04:20:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-06,2020-08-06,07:50:00,12:25:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-06,2020-08-07,19:35:00,00:10:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-07,2020-08-07,00:10:00,04:50:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-07,2020-08-07,07:50:00,12:25:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-07,2020-08-08,19:35:00,00:10:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-07,2020-08-08,20:20:00,01:10:00,4H50M,direct,464.00,JETSTAR ASIA,,TPE,SIN
2020-08-07,2020-08-07,15:50:00,20:30:00,4H40M,direct,468.00,SCOOT,,TPE,SIN
2020-08-08,2020-08-08,00:10:00,04:50:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-08,2020-08-08,15:50:00,20:30:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-08,2020-08-08,07:50:00,12:25:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-08,2020-08-09,19:35:00,00:10:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-08,2020-08-08,15:25:00,20:15:00,4H50M,direct,464.00,JETSTAR ASIA,,TPE,SIN
2020-08-09,2020-08-09,00:10:00,04:50:00,4H40M,direct,430.00,SCOOT,,TPE,SIN
2020-08-09,2020-08-09,07:50:00,12:25:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-09,2020-08-10,19:35:00,00:10:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-09,2020-08-09,15:25:00,20:15:00,4H50M,direct,464.00,JETSTAR ASIA,,TPE,SIN
2020-08-09,2020-08-09,07:40:00,12:00:00,4H20M,direct,477.00,EVA AIR,,TPE,SIN
2020-08-10,2020-08-10,07:50:00,12:25:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-10,2020-08-11,19:35:00,00:10:00,4H35M,direct,461.00,CHINA AIRLINES LTD.,,TPE,SIN
2020-08-10,2020-08-10,07:40:00,12:00:00,4H20M,direct,477.00,EVA AIR,,TPE,SIN
2020-08-10,2020-08-10,09:25:00,13:50:00,4H25M,direct,477.00,EVA AIR,,TPE,SIN
2020-08-10,2020-08-10,01:30:00,06:00:00,4H30M,direct,766.00,SCOOT,,TPE,SIN
2020-08-01,2020-08-01,01:45:00,04:35:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-01,2020-08-01,10:40:00,13:30:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-01,2020-08-02,22:30:00,01:10:00,3H40M,direct,416.60,EVA AIR,,TPE,BKK
2020-08-01,2020-08-01,20:45:00,23:30:00,3H45M,direct,416.60,EVA AIR,,TPE,BKK
2020-08-01,2020-08-02,22:40:00,01:25:00,3H45M,direct,416.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-02,2020-08-02,01:45:00,04:35:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-02,2020-08-02,10:40:00,13:30:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-02,2020-08-03,22:40:00,01:25:00,3H45M,direct,365.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-02,2020-08-02,20:45:00,23:30:00,3H45M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-02,2020-08-02,13:35:00,16:20:00,3H45M,direct,441.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-03,2020-08-03,01:45:00,04:35:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-03,2020-08-03,10:40:00,13:30:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-03,2020-08-04,22:40:00,01:25:00,3H45M,direct,365.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-03,2020-08-04,22:30:00,01:10:00,3H40M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-03,2020-08-03,20:45:00,23:30:00,3H45M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-04,2020-08-04,01:45:00,04:35:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-04,2020-08-04,10:40:00,13:30:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-04,2020-08-05,22:40:00,01:25:00,3H45M,direct,365.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-04,2020-08-05,22:30:00,01:10:00,3H40M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-04,2020-08-04,20:45:00,23:30:00,3H45M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-05,2020-08-05,01:45:00,04:35:00,3H50M,direct,269.00,THAI LION AIR,,TPE,DMK
2020-08-05,2020-08-05,10:40:00,13:30:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-05,2020-08-06,22:40:00,01:25:00,3H45M,direct,365.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-05,2020-08-05,20:45:00,23:30:00,3H45M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-05,2020-08-05,13:35:00,16:20:00,3H45M,direct,441.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-06,2020-08-06,01:45:00,04:35:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-06,2020-08-06,10:40:00,13:30:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-06,2020-08-07,22:40:00,01:25:00,3H45M,direct,365.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-06,2020-08-07,22:30:00,01:10:00,3H40M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-06,2020-08-06,20:45:00,23:30:00,3H45M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-07,2020-08-07,01:45:00,04:35:00,3H50M,direct,269.00,THAI LION AIR,,TPE,DMK
2020-08-07,2020-08-07,10:40:00,13:30:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-07,2020-08-08,22:40:00,01:25:00,3H45M,direct,365.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-07,2020-08-07,20:45:00,23:30:00,3H45M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-07,2020-08-07,13:35:00,16:20:00,3H45M,direct,441.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-08,2020-08-08,01:45:00,04:35:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-08,2020-08-08,10:40:00,13:30:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-08,2020-08-09,22:40:00,01:25:00,3H45M,direct,365.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-08,2020-08-09,22:30:00,01:10:00,3H40M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-08,2020-08-08,20:45:00,23:30:00,3H45M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-09,2020-08-09,01:45:00,04:35:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-09,2020-08-09,10:40:00,13:30:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-09,2020-08-10,22:40:00,01:25:00,3H45M,direct,365.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-09,2020-08-09,20:45:00,23:30:00,3H45M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-09,2020-08-09,13:35:00,16:20:00,3H45M,direct,441.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-10,2020-08-10,01:45:00,04:35:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-10,2020-08-10,10:40:00,13:30:00,3H50M,direct,343.00,THAI LION AIR,,TPE,DMK
2020-08-10,2020-08-11,22:40:00,01:25:00,3H45M,direct,365.60,CHINA AIRLINES LTD.,,TPE,BKK
2020-08-10,2020-08-11,22:30:00,01:10:00,3H40M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-10,2020-08-10,20:45:00,23:30:00,3H45M,direct,390.60,EVA AIR,,TPE,BKK
2020-08-01,2020-08-01,06:40:00,11:05:00,3H25M,direct,426.00,SCOOT,,TPE,NRT
2020-08-01,2020-08-01,15:00:00,19:25:00,3H25M,direct,464.00,SCOOT,,TPE,NRT
2020-08-01,2020-08-01,16:20:00,20:35:00,3H15M,direct,610.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-01,2020-08-01,12:40:00,16:55:00,3H15M,direct,736.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-01,2020-08-01,14:30:00,18:55:00,3H25M,direct,736.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-02,2020-08-02,06:40:00,11:05:00,3H25M,direct,426.00,SCOOT,,TPE,NRT
2020-08-02,2020-08-02,18:05:00,22:05:00,3H,direct,650.00,CHINA AIRLINES LTD.,,TSA,HND
2020-08-02,2020-08-02,12:40:00,16:55:00,3H15M,direct,680.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-02,2020-08-02,16:20:00,20:35:00,3H15M,direct,736.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-02,2020-08-02,14:30:00,18:55:00,3H25M,direct,736.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-03,2020-08-03,06:40:00,11:05:00,3H25M,direct,426.00,SCOOT,,TPE,NRT
2020-08-03,2020-08-03,15:00:00,19:25:00,3H25M,direct,464.00,SCOOT,,TPE,NRT
2020-08-03,2020-08-03,12:40:00,16:55:00,3H15M,direct,610.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-03,2020-08-03,09:00:00,13:10:00,3H10M,direct,710.00,CHINA AIRLINES LTD.,,TSA,HND
2020-08-03,2020-08-03,16:20:00,20:35:00,3H15M,direct,736.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-04,2020-08-04,06:40:00,11:05:00,3H25M,direct,426.00,SCOOT,,TPE,NRT
2020-08-04,2020-08-04,15:00:00,19:25:00,3H25M,direct,464.00,SCOOT,,TPE,NRT
2020-08-04,2020-08-04,12:40:00,16:55:00,3H15M,direct,610.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-04,2020-08-04,14:30:00,18:55:00,3H25M,direct,610.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-04,2020-08-04,08:50:00,13:15:00,3H25M,direct,661.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-05,2020-08-05,06:40:00,11:05:00,3H25M,direct,426.00,SCOOT,,TPE,NRT
2020-08-05,2020-08-05,12:40:00,16:55:00,3H15M,direct,486.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-05,2020-08-05,15:20:00,19:40:00,3H20M,direct,551.00,EVA AIR,,TPE,NRT
2020-08-05,2020-08-05,08:50:00,13:15:00,3H25M,direct,561.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-05,2020-08-05,14:30:00,18:55:00,3H25M,direct,580.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-06,2020-08-06,06:40:00,11:05:00,3H25M,direct,426.00,SCOOT,,TPE,NRT
2020-08-06,2020-08-06,15:00:00,19:25:00,3H25M,direct,464.00,SCOOT,,TPE,NRT
2020-08-06,2020-08-06,12:40:00,16:55:00,3H15M,direct,526.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-06,2020-08-06,15:20:00,19:40:00,3H20M,direct,551.00,EVA AIR,,TPE,NRT
2020-08-06,2020-08-06,14:30:00,18:55:00,3H25M,direct,551.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-07,2020-08-07,06:40:00,11:05:00,3H25M,direct,426.00,SCOOT,,TPE,NRT
2020-08-07,2020-08-07,15:00:00,19:30:00,3H30M,direct,464.00,SCOOT,,TPE,NRT
2020-08-07,2020-08-07,12:40:00,16:55:00,3H15M,direct,551.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-07,2020-08-07,14:30:00,18:55:00,3H25M,direct,551.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-07,2020-08-07,15:20:00,19:40:00,3H20M,direct,551.00,EVA AIR,,TPE,NRT
2020-08-08,2020-08-08,06:40:00,11:05:00,3H25M,direct,426.00,SCOOT,,TPE,NRT
2020-08-08,2020-08-08,12:40:00,16:55:00,3H15M,direct,551.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-08,2020-08-08,15:20:00,19:40:00,3H20M,direct,551.00,EVA AIR,,TPE,NRT
2020-08-08,2020-08-08,14:30:00,18:55:00,3H25M,direct,580.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-08,2020-08-08,16:00:00,19:55:00,2H55M,direct,610.00,EVA AIR,,TSA,HND
2020-08-09,2020-08-09,06:40:00,11:05:00,3H25M,direct,426.00,SCOOT,,TPE,NRT
2020-08-09,2020-08-09,12:40:00,16:55:00,3H15M,direct,526.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-09,2020-08-09,08:50:00,13:15:00,3H25M,direct,561.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-09,2020-08-09,14:30:00,18:55:00,3H25M,direct,580.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-09,2020-08-09,16:00:00,19:55:00,2H55M,direct,610.00,EVA AIR,,TSA,HND
2020-08-10,2020-08-10,12:40:00,16:55:00,3H15M,direct,486.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-10,2020-08-10,06:40:00,11:05:00,3H25M,direct,522.00,SCOOT,,TPE,NRT
2020-08-10,2020-08-10,15:20:00,19:40:00,3H20M,direct,551.00,EVA AIR,,TPE,NRT
2020-08-10,2020-08-10,08:50:00,13:15:00,3H25M,direct,561.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-10,2020-08-10,14:30:00,18:55:00,3H25M,direct,580.00,CHINA AIRLINES LTD.,,TPE,NRT
2020-08-01,2020-08-01,11:50:00,15:25:00,2H35M,direct,350.60,HAHN AIR SYSTEMS,,TPE,ICN
2020-08-01,2020-08-01,13:10:00,16:40:00,2H30M,direct,521.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-01,2020-08-01,16:10:00,19:45:00,2H35M,direct,521.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-01,2020-08-01,07:40:00,11:10:00,2H30M,direct,610.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-01,2020-08-01,13:10:00,16:40:00,2H30M,direct,610.00,KOREAN AIR,,TPE,ICN
2020-08-02,2020-08-02,11:50:00,15:25:00,2H35M,direct,350.60,HAHN AIR SYSTEMS,,TPE,ICN
2020-08-02,2020-08-02,18:00:00,21:35:00,2H35M,direct,384.00,SCOOT,,TPE,ICN
2020-08-02,2020-08-02,10:30:00,13:55:00,2H25M,direct,581.00,EASTAR JET,,TPE,ICN
2020-08-02,2020-08-02,07:40:00,11:10:00,2H30M,direct,610.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-02,2020-08-02,07:40:00,11:10:00,2H30M,direct,610.00,KOREAN AIR,,TPE,ICN
2020-08-03,2020-08-03,11:50:00,15:25:00,2H35M,direct,350.60,HAHN AIR SYSTEMS,,TPE,ICN
2020-08-03,2020-08-03,18:20:00,21:55:00,2H35M,direct,392.00,SCOOT,,TPE,ICN
2020-08-03,2020-08-03,10:30:00,13:55:00,2H25M,direct,482.00,EASTAR JET,,TPE,ICN
2020-08-03,2020-08-03,16:10:00,19:45:00,2H35M,direct,521.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-03,2020-08-03,07:40:00,11:10:00,2H30M,direct,610.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-04,2020-08-04,11:50:00,15:25:00,2H35M,direct,350.60,HAHN AIR SYSTEMS,,TPE,ICN
2020-08-04,2020-08-04,16:10:00,19:45:00,2H35M,direct,521.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-04,2020-08-04,12:50:00,16:15:00,2H25M,direct,599.60,THAI AIRWAYS INTERNATIONAL,,TPE,ICN
2020-08-04,2020-08-04,07:40:00,11:10:00,2H30M,direct,610.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-04,2020-08-04,07:40:00,11:10:00,2H30M,direct,610.00,KOREAN AIR,,TPE,ICN
2020-08-05,2020-08-05,11:50:00,15:25:00,2H35M,direct,350.60,HAHN AIR SYSTEMS,,TPE,ICN
2020-08-05,2020-08-05,18:00:00,21:35:00,2H35M,direct,384.00,SCOOT,,TPE,ICN
2020-08-05,2020-08-05,10:30:00,13:55:00,2H25M,direct,482.00,EASTAR JET,,TPE,ICN
2020-08-05,2020-08-05,13:10:00,16:40:00,2H30M,direct,512.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-05,2020-08-05,16:50:00,20:25:00,2H35M,direct,512.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-06,2020-08-06,11:50:00,15:25:00,2H35M,direct,350.60,HAHN AIR SYSTEMS,,TPE,ICN
2020-08-06,2020-08-06,16:50:00,20:25:00,2H35M,direct,512.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-06,2020-08-06,07:40:00,11:10:00,2H30M,direct,580.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-06,2020-08-06,20:25:00,23:55:00,2H30M,direct,591.00,EVA AIR,,TPE,ICN
2020-08-06,2020-08-06,12:50:00,16:15:00,2H25M,direct,599.60,THAI AIRWAYS INTERNATIONAL,,TPE,ICN
2020-08-07,2020-08-07,11:50:00,15:25:00,2H35M,direct,350.60,HAHN AIR SYSTEMS,,TPE,ICN
2020-08-07,2020-08-07,18:00:00,21:35:00,2H35M,direct,384.00,SCOOT,,TPE,ICN
2020-08-07,2020-08-07,10:30:00,13:55:00,2H25M,direct,482.00,EASTAR JET,,TPE,ICN
2020-08-07,2020-08-07,16:10:00,19:45:00,2H35M,direct,512.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-07,2020-08-07,07:40:00,11:10:00,2H30M,direct,580.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-08,2020-08-08,11:50:00,15:25:00,2H35M,direct,350.60,HAHN AIR SYSTEMS,,TPE,ICN
2020-08-08,2020-08-08,13:10:00,16:40:00,2H30M,direct,512.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-08,2020-08-08,16:10:00,19:45:00,2H35M,direct,512.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-08,2020-08-08,07:40:00,11:10:00,2H30M,direct,580.00,CHINA AIRLINES LTD.,,TPE,ICN
2020-08-08,2020-08-08,20:25:00,23:55:00,2H30M,direct,591.00,EVA AIR,,TPE,ICN
2020-08-09,2020-08-09,11:50:00,15:25:00,2H35M,direct,350.60,HAHN AIR SYSTEMS,,TPE,ICN
2020-08-09,2020-08-09,18:00:00,21:35:00,2H35M,direct,384.00,SCOOT,,TPE,ICN
2020-08-09,2020-08-09,16:30:00,19:50:00,2H20M,direct,547.20,ASIANA AIRLINES,,TPE,ICN
2020-08-09,2020-08-09,12:55:00,16:30:00,2H35M,direct,547.20,ASIANA AIRLINES,,TPE,ICN
2020-08-09,2020-08-09,10:30:00,13:55:00,2H25M,direct,548.00,EASTAR JET,,TPE,ICN
2020-08-10,2020-08-10,11:50:00,15:25:00,2H35M,direct,350.60,HAHN AIR SYSTEMS,,TPE,ICN
2020-08-10,2020-08-10,18:20:00,21:55:00,2H35M,direct,384.00,SCOOT,,TPE,ICN
2020-08-10,2020-08-10,10:30:00,13:55:00,2H25M,direct,506.00,EASTAR JET,,TPE,ICN
2020-08-10,2020-08-10,16:30:00,19:50:00,2H20M,direct,547.20,ASIANA AIRLINES,,TPE,ICN
2020-08-10,2020-08-10,12:55:00,16:30:00,2H35M,direct,547.20,ASIANA AIRLINES,,TPE,ICN
2020-08-01,2020-08-01,02:05:00,08:00:00,6H55M,direct,5069.80,SINGAPORE AIRLINES,,HND,SIN
2020-08-01,2020-08-01,09:15:00,15:15:00,7H,direct,5069.80,SINGAPORE AIRLINES,,HND,SIN
